Branch_ID,True_Archetype,x1_OpCost,x2_Staff,z1_GreenDeposits,z2_ESGAccounts,y1_GreenRevenue,y2_CarbonNPL,E1_Input,E2_Input,E0_Input,E1_Output,E2_Output,E0_Output,E1_NonOriented,E2_NonOriented,E0_NonOriented,Slack_OpCost,Slack_Staff,Slack_Revenue,Slack_CarbonNPL,Reduct_%_OpCost,Reduct_%_Staff,Expand_%_Revenue,Mitigat_%_CarbonNPL
BR_199,Archetype_B,2.8225754265332945,32.061633758254,3.740253908279279,111.49598375580793,4.5529848799621195,1.8308386160515706,0.2212,0.3485,0.2848,0.2345,0.3955,0.315,0.2189,0.3485,0.2837,2.09,25.9,0.0,1.459,74.0,80.8,0.0,79.7
BR_200,Archetype_B,3.5113306792099777,34.44403502320039,4.249615271930867,99.63406923104972,6.779914755887917,0.8658059207715261,0.1982,0.6323,0.4152,0.193,0.693,0.443,0.1872,0.6323,0.4098,2.679,27.5,0.0,0.312,76.3,79.7,0.0,36.1
BR_201,Archetype_B,3.3110697175011023,21.68471284149239,4.855387562688415,191.37600092687038,4.010233457751193,0.9390467452424662,0.3869,0.2804,0.3336,0.3542,0.2904,0.3223,0.3422,0.2804,0.3113,1.746,14.4,0.0,0.904,52.7,66.4,0.0,96.3
BR_202,Archetype_B,3.7170862984019566,18.920225286344188,4.566140345150376,120.26856979278314,6.629324008594858,1.388561610277866,0.2725,0.4875,0.38,0.2686,0.5425,0.4055,0.2651,0.4875,0.3763,2.637,13.9,0.0,0.848,70.9,73.4,0.0,61.0
BR_203,Archetype_B,3.052283923583378,38.24348202618466,4.173046549684283,178.18371135068062,6.629770434419583,1.4626917115373264,0.2789,0.4332,0.356,0.2819,0.4904,0.3862,0.2568,0.4332,0.345,1.95,29.0,0.0,0.922,63.9,75.8,0.0,63.0
BR_204,Archetype_B,1.8851159387692826,16.890510876769646,6.584133392514386,79.72367736334591,4.357165938426619,2.4652536168647634,0.5548,0.3151,0.4349,0.3683,0.3998,0.384,0.3667,0.3151,0.3409,0.596,6.1,0.0,2.11,31.6,35.9,0.0,85.6
BR_205,Archetype_B,1.6586533465222724,36.8503215780554,3.3495504013275568,125.29440083293485,3.8466201689011554,0.8749958034424152,0.3013,0.357,0.3292,0.3289,0.3763,0.3526,0.2952,0.357,0.3261,0.883,30.3,0.0,0.561,53.3,82.3,0.0,64.1
BR_206,Archetype_B,2.7830602352000766,23.530896226722152,3.3177047467923817,65.092831271573,3.769521105034932,2.2947421824769947,0.1973,0.3766,0.287,0.1783,0.4365,0.3074,0.1767,0.3766,0.2766,1.998,19.9,0.0,1.987,71.8,84.5,0.0,86.6
BR_207,Archetype_B,4.924325215190912,40.85586018928293,4.876724917841649,128.34325091232003,4.114683433050515,1.8369306827180891,0.1779,0.2689,0.2234,0.1771,0.3057,0.2414,0.1742,0.2689,0.2215,3.771,35.5,0.0,1.501,76.6,86.9,0.0,81.7
BR_208,Archetype_B,4.744406558456665,38.81343818798713,4.468293438566527,184.31885260217996,7.375053059179782,1.11776659230353,0.2329,0.5062,0.3696,0.2112,0.5371,0.3742,0.2055,0.5062,0.3558,3.237,31.8,0.0,0.516,68.2,81.9,0.0,46.1
BR_209,Archetype_B,4.056416080983046,34.85156977591716,5.9744776624541025,98.81849226031623,7.573010615755322,1.75181806533888,0.238,0.5303,0.3842,0.1964,0.664,0.4302,0.1954,0.5303,0.3628,2.643,28.3,0.0,1.134,65.2,81.1,0.0,64.7
BR_210,Archetype_B,3.482914714342318,24.496181309848836,5.884571851703226,54.00797165823755,4.3918036904128686,1.0306128789546123,0.2978,0.4865,0.3922,0.1622,0.6823,0.4222,0.16,0.4865,0.3232,2.091,18.0,0.0,0.672,60.0,73.6,0.0,65.2
BR_211,Archetype_B,4.07916116447329,31.188534221762342,5.2660304770699575,77.4275985302699,4.902695065776248,2.574597057335917,0.2192,0.3797,0.2994,0.1678,0.4518,0.3098,0.1656,0.3797,0.2726,2.833,25.4,0.0,2.174,69.5,81.4,0.0,84.5
BR_212,Archetype_B,3.617529704980183,26.30925913494111,2.783170056028317,104.86956757178555,5.027277955254638,0.34164856356756323,0.186,0.6441,0.415,0.1745,0.7263,0.4504,0.1688,0.6441,0.4064,2.76,22.3,0.0,0.326,76.3,84.8,0.0,95.4
BR_213,Archetype_B,2.896199116879085,30.503172650848878,4.039381973223091,80.07962207730301,6.946566395541379,1.2993450225084462,0.213,0.6446,0.4288,0.1951,0.7801,0.4876,0.1891,0.6446,0.4168,2.105,23.9,0.0,0.732,72.7,78.2,0.0,56.4
BR_214,Archetype_B,3.4435185286013272,34.767046888574015,4.415564863636058,73.7803377629395,4.376791571078922,0.2573779406671566,0.1945,0.5131,0.3538,0.1621,0.6594,0.4108,0.1589,0.5131,0.336,2.579,27.5,0.0,0.219,74.9,79.1,0.0,85.1
BR_215,Archetype_B,3.644000598205025,40.58645608038,2.99099636513978,161.69403839086007,6.098371997797657,1.475111273613755,0.2194,0.4748,0.3471,0.1912,0.5715,0.3814,0.1778,0.4748,0.3263,2.644,32.2,0.0,0.977,72.5,79.3,0.0,66.3
BR_216,Archetype_B,3.4909523108472116,43.581467796461126,3.075896283734046,133.6936409661195,5.516327609405758,2.0291350108120465,0.1825,0.4211,0.3018,0.1832,0.4862,0.3347,0.167,0.4211,0.294,2.664,36.6,0.0,1.579,76.3,84.1,0.0,77.8
BR_217,Archetype_B,4.258195226448586,34.234776769652704,6.185150529389509,77.38237243970863,5.987002637527844,1.8845941847462335,0.2413,0.468,0.3546,0.1647,0.6093,0.387,0.1638,0.468,0.3159,2.795,27.4,0.0,1.396,65.6,80.1,0.0,74.1
BR_218,Archetype_B,2.5700532710143045,23.74999332148103,2.8370328423732247,184.02389542917885,3.7364431837597936,1.5493392652809166,0.387,0.2853,0.3362,0.2852,0.3508,0.318,0.2708,0.2853,0.278,0.634,12.2,0.0,1.244,24.7,51.3,0.0,80.3
BR_219,Archetype_B,3.574349115509882,26.92608314917164,4.77157194238557,77.44289587705121,6.830357447359747,2.2453306631803853,0.2281,0.5546,0.3913,0.1867,0.664,0.4254,0.1836,0.5546,0.3691,2.445,21.7,0.0,1.688,68.4,80.5,0.0,75.2
BR_220,Archetype_B,4.204011306770921,36.12661314186634,2.6605535079314784,194.17571690021722,2.973316896408999,1.632650223943355,0.2583,0.2292,0.2437,0.1722,0.2839,0.228,0.1638,0.2292,0.1965,2.161,23.9,0.0,1.39,51.4,66.2,0.0,85.1
BR_221,Archetype_B,2.531708345792353,19.57131786414008,2.908401744011268,79.16155996524613,3.712640828924218,2.488041313720744,0.214,0.3495,0.2818,0.2161,0.3957,0.3059,0.2111,0.3495,0.2803,1.844,16.4,0.0,2.185,72.8,83.6,0.0,87.8
BR_222,Archetype_B,4.190577693638471,25.410841349235408,4.188057798371455,202.42320381967744,6.61669200862785,1.403509185706259,0.3265,0.4212,0.3738,0.2703,0.4829,0.3766,0.2614,0.4212,0.3413,2.535,17.7,0.0,0.863,60.5,69.7,0.0,61.5
BR_223,Archetype_B,4.092419747002935,28.49535308437811,6.146174245031141,131.59190853255336,6.614363550321346,1.749216505224198,0.2752,0.4011,0.3382,0.2586,0.4742,0.3664,0.2521,0.4011,0.3266,2.638,21.7,0.0,1.209,64.5,76.3,0.0,69.1
BR_224,Archetype_B,2.8795935885547372,23.69955631109581,5.151036754277159,180.76458724274525,3.174780646037956,1.9231895879734875,0.3851,0.1761,0.2806,0.3718,0.1932,0.2825,0.3631,0.1761,0.2696,1.401,16.8,0.0,1.664,48.7,71.0,0.0,86.5
BR_225,Archetype_B,2.8061165230009215,22.38616285879806,6.477298109655488,197.88130708917498,2.6310084735785058,1.8722716880679506,0.4511,0.1308,0.291,0.4547,0.1375,0.2961,0.4441,0.1308,0.2874,1.188,14.9,0.0,1.658,42.3,66.4,0.0,88.5
BR_226,Archetype_C,4.620233499347983,13.94987895490862,1.5976130986254353,65.98507460127814,1.6672635682521424,2.1966838370739605,0.1371,0.2271,0.1821,0.1483,0.2319,0.1901,0.1223,0.2271,0.1747,4.081,11.4,0.0,2.061,88.3,82.0,0.0,93.8
BR_227,Archetype_C,4.270132370545891,30.65721829581604,3.0965576793369847,73.09125451671555,4.954636347335397,3.141367390184078,0.1341,0.4618,0.298,0.1304,0.5108,0.3206,0.127,0.4618,0.2944,3.538,27.2,0.0,2.737,82.8,88.9,0.0,87.1
BR_228,Archetype_C,2.909428106971029,21.032438845573804,0.468052837913999,58.5943778453445,2.1702779329950532,1.4331847014236017,0.1227,0.5351,0.3289,0.0518,0.6317,0.3418,0.0489,0.5351,0.292,2.293,17.3,0.0,0.499,78.8,82.5,0.0,34.8
BR_229,Archetype_C,4.7083585911178325,35.580650160878555,3.442641390821583,36.13318237232373,3.2361468099253474,2.130600812687174,0.1248,0.4627,0.2938,0.0751,0.563,0.319,0.0744,0.4627,0.2686,0.0,13.7,0.0,1.866,0.0,38.4,0.0,87.6
BR_230,Archetype_C,4.376019745494762,24.958197145562142,1.3943613446309477,73.8517348325176,3.8388982645933183,0.9917053627826188,0.1171,0.5983,0.3577,0.0912,0.7091,0.4002,0.0885,0.5983,0.3434,3.772,22.1,0.0,0.678,86.2,88.7,0.0,68.4
BR_231,Archetype_C,3.844228273496494,39.552020739857596,3.406253706074025,46.05934059765449,3.286483036740039,1.850192622464946,0.1335,0.4083,0.2709,0.0954,0.4855,0.2904,0.0943,0.4083,0.2513,3.177,33.9,0.0,1.582,82.6,85.8,0.0,85.5
BR_232,Archetype_C,2.7039622186516827,16.987540768838503,0.9549173685935937,66.39763827012563,4.069381522556288,2.626589682589127,0.1613,0.5939,0.3776,0.1051,0.6208,0.363,0.1027,0.5939,0.3483,2.161,14.5,0.0,0.875,79.9,85.1,0.0,33.3
BR_233,Archetype_C,3.0814291183989018,36.71237286702534,1.9697888869939828,70.2651958905751,3.110175882222747,2.227794343978166,0.1165,0.3716,0.244,0.1232,0.3982,0.2607,0.1131,0.3716,0.2424,2.647,33.1,0.0,1.974,85.9,90.1,0.0,88.6
BR_234,Archetype_C,2.2345106980654483,31.026714014491453,2.1555647896652315,92.4955771844519,1.4477073601476234,1.5284902980769839,0.1885,0.1565,0.1725,0.194,0.1792,0.1866,0.1745,0.1565,0.1655,1.662,26.2,0.0,1.41,74.4,84.5,0.0,92.3
BR_235,Archetype_C,4.630794248164176,28.78989188384492,2.5813163322897927,67.9641726536063,3.6929992467945585,1.2860934147353908,0.1126,0.4306,0.2716,0.113,0.4995,0.3062,0.1099,0.4306,0.2702,4.02,25.9,0.0,0.985,86.8,90.1,0.0,76.6
BR_236,Archetype_C,3.8184396701461223,30.68594997720195,3.447113782850093,52.593075841284985,3.1139625422793005,2.5822271509843637,0.15,0.3431,0.2466,0.1175,0.3885,0.253,0.1164,0.3431,0.2298,3.003,26.9,0.0,2.328,78.6,87.6,0.0,90.2
BR_237,Archetype_C,2.359406554714446,29.419611548374178,3.74811818873703,22.73344609440599,3.990558746288416,2.3317282944052593,0.2239,0.7251,0.4745,0.0808,0.94,0.5104,0.0799,0.7251,0.4025,1.511,19.1,0.0,0.145,64.1,65.0,0.0,6.2
BR_238,Archetype_C,3.4489244147567697,28.5848212986331,2.2924382939505548,93.28203987639856,4.060954506901348,3.673739715302094,0.1614,0.3657,0.2636,0.1473,0.3805,0.2639,0.1435,0.3657,0.2546,2.686,25.0,0.0,1.926,77.9,87.6,0.0,52.4
BR_239,Archetype_C,3.435299922284082,18.931986273736502,1.9464777171883112,29.81863150706387,4.3034383478215785,1.0755595812813414,0.1126,1.0,0.5563,0.0872,1.0,0.5436,0.0856,1.0,0.5428,2.975,16.8,0.0,-0.0,86.6,88.7,0.0,-0.0
BR_240,Archetype_C,1.9746383291878669,14.21627357997859,3.286929574535997,76.16236335799536,2.6356045022569337,1.8493005871982247,0.3061,0.2509,0.2785,0.2958,0.2949,0.2954,0.2883,0.2509,0.2696,1.197,10.6,0.0,1.634,60.6,74.5,0.0,88.4
BR_241,Archetype_C,1.6778175556196517,33.356070475661284,3.9650194527490994,33.73572008772265,2.673946719008871,0.8771230885102023,0.2929,0.4381,0.3655,0.1518,0.6124,0.3821,0.1301,0.4381,0.2841,0.781,22.5,0.0,0.659,46.5,67.4,0.0,75.1
BR_242,Archetype_C,4.225682695959809,32.68868218694442,3.269906292114076,37.09018829605928,4.631364578584454,1.1841431358856371,0.1307,0.7916,0.4612,0.0833,0.9036,0.4934,0.0826,0.7916,0.4371,3.452,29.1,0.0,0.258,81.7,89.0,0.0,21.8
BR_243,Archetype_C,3.958756337659997,35.24960374477531,2.134515463941507,67.07843099384908,2.716426923543624,3.277265462791298,0.1021,0.2946,0.1983,0.104,0.3137,0.2088,0.1011,0.2946,0.1978,3.41,32.7,0.0,2.108,86.1,92.8,0.0,64.3
BR_244,Archetype_C,3.831181563516547,25.72125620443608,2.156396022475085,30.378437096655738,2.7497612568687284,2.922957872351813,0.1014,0.4383,0.2699,0.0754,0.498,0.2867,0.0738,0.4383,0.256,3.321,23.3,0.0,1.424,86.7,90.8,0.0,48.7
BR_245,Archetype_C,3.53103153800229,17.441172474668388,2.7356614047877965,74.45047870895408,4.696725903876198,2.2315511950252787,0.1756,0.4727,0.3242,0.1741,0.5378,0.356,0.1725,0.4727,0.3226,2.884,14.4,0.0,1.848,81.7,82.7,0.0,82.8
BR_246,Archetype_C,4.254953812613765,17.80379416084666,0.6789026491968919,43.779014560166395,5.001191802952838,2.1520782224624027,0.0819,1.0,0.541,0.058,1.0,0.529,0.055,1.0,0.5275,3.897,16.1,0.0,-0.0,91.6,90.6,0.0,-0.0
BR_247,Archetype_C,4.611319420318309,30.245100676405468,2.768176455618911,20.41996719431604,2.868950324949741,0.8979513683883038,0.1093,0.7444,0.4268,0.0501,0.9403,0.4952,0.0493,0.7444,0.3968,3.956,27.2,0.0,0.206,85.8,89.9,0.0,22.9
BR_248,Archetype_C,3.8501748934122966,21.04913648499324,2.213425234050544,50.868456581163656,2.1067591364109024,2.987994519794469,0.1197,0.2651,0.1924,0.1137,0.2816,0.1976,0.1115,0.2651,0.1883,3.326,18.6,0.0,2.081,86.4,88.4,0.0,69.7
BR_249,Archetype_C,4.140466970053557,18.367053190448374,3.748025844324552,31.15639613640951,2.420617754551134,3.0567506871432264,0.2025,0.34,0.2712,0.0981,0.422,0.26,0.0979,0.34,0.219,3.254,14.2,0.0,1.737,78.6,77.5,0.0,56.8
BR_250,Archetype_C,2.626490989290822,20.660430750134765,0.9577003391972585,36.961428960956106,4.668480808453715,2.349752479288371,0.0869,0.899,0.493,0.0808,0.9286,0.5047,0.0785,0.899,0.4888,0.0,8.4,0.0,0.193,0.0,40.8,0.0,8.2
BR_251,Archetype_C,1.6924595430235727,17.28223654801588,3.3616822284289802,74.27211984305711,4.724944835829213,1.28770362569397,0.3155,0.4822,0.3989,0.3014,0.5687,0.435,0.2914,0.4822,0.3868,1.034,11.8,0.0,0.902,61.1,68.0,0.0,70.1
BR_252,Archetype_C,2.1533421451302366,28.257417887544825,2.3344692292413436,15.071675983664145,2.4334550867354987,3.670508844983117,0.1504,0.4765,0.3134,0.058,0.705,0.3815,0.0562,0.4765,0.2663,1.625,21.9,0.0,1.824,75.5,77.3,0.0,49.7
BR_253,Archetype_C,3.5853028410703263,19.17190193295352,2.9184296599763075,61.52374280052709,1.2641697998385097,3.7920509107623728,0.1686,0.1274,0.148,0.1545,0.1347,0.1446,0.1518,0.1274,0.1396,2.895,16.0,0.0,3.248,80.7,83.2,0.0,85.7
BR_254,Archetype_C,2.981872394544592,34.88614892096885,0.8956761117897756,18.39531618668496,4.2126986490542935,3.196027604752345,0.0445,1.0,0.5222,0.0414,1.0,0.5207,0.0398,1.0,0.5199,0.0,9.8,0.0,-0.0,0.0,28.2,0.0,-0.0
BR_255,Archetype_C,3.501570266551048,18.142825020965624,1.7702552581752173,63.87206375228134,3.1018085737274177,1.301463895450307,0.1363,0.4331,0.2847,0.1281,0.4792,0.3036,0.126,0.4331,0.2795,2.979,15.7,0.0,1.048,85.1,86.6,0.0,80.5
BR_256,Archetype_C,2.0997912023265184,20.443465781111474,3.038071922422991,87.11836737114596,3.0168241732467913,1.8388839305450015,0.2522,0.2784,0.2653,0.2603,0.3198,0.29,0.2509,0.2784,0.2646,1.505,15.4,0.0,1.593,71.7,75.6,0.0,86.6
BR_257,Archetype_C,3.01578534299595,15.793540344561944,2.976717842085486,45.10900818100059,5.073512859017305,3.7461206370143434,0.2014,0.5872,0.3943,0.1538,0.6485,0.4012,0.1516,0.5872,0.3694,2.312,12.5,0.0,0.981,76.6,79.3,0.0,26.2
BR_258,Archetype_C,2.389017566949485,19.066683512421562,2.697931976942079,25.522482753198403,1.1861214251156817,1.9162588902088276,0.1882,0.2252,0.2067,0.1044,0.2742,0.1893,0.1042,0.2252,0.1647,1.751,16.1,0.0,1.62,73.3,84.4,0.0,84.5
BR_259,Archetype_C,2.8732798404898454,27.05969035677837,3.0562000985690356,49.04337243215469,4.108382711149002,0.6926499741468944,0.1657,0.6078,0.3868,0.1343,0.7602,0.4472,0.1326,0.6078,0.3702,2.275,22.0,0.0,0.357,79.2,81.4,0.0,51.6
BR_260,Archetype_C,4.066771872692593,23.451566037170117,3.621342686123949,47.10265406251414,1.2663596531046313,1.6848250069024873,0.1728,0.1545,0.1637,0.1204,0.1869,0.1536,0.1181,0.1545,0.1363,3.21,19.5,0.0,1.581,78.9,83.0,0.0,93.9
BR_261,Archetype_C,3.011557435808378,29.69711304596431,1.1844438176300258,75.60882401975594,3.0350612247045605,1.7800913412676127,0.1318,0.4761,0.304,0.0997,0.5026,0.3012,0.0938,0.4761,0.285,2.216,24.9,0.0,1.532,73.6,84.0,0.0,86.1
BR_262,Archetype_C,2.749173624528017,20.736980400434298,3.263527159601668,56.21105035350017,4.563603281635464,2.1119060080841816,0.2028,0.5022,0.3525,0.1725,0.5796,0.376,0.1695,0.5022,0.3358,1.977,17.1,0.0,1.739,71.9,82.7,0.0,82.4
BR_263,Archetype_C,4.869646367142234,28.468069472678803,2.8124729186390915,90.26841089649302,2.7384440872728906,1.8573494012081186,0.1338,0.2566,0.1952,0.1327,0.2898,0.2112,0.1291,0.2566,0.1928,4.131,25.0,0.0,1.634,84.8,87.9,0.0,88.0
BR_264,Archetype_C,3.0862026850321143,34.411597787500774,0.7294590681352936,98.53162884193813,5.222948865494217,1.7031983998388678,0.1578,1.0,0.5789,0.0706,1.0,0.5353,0.061,1.0,0.5305,2.05,28.2,0.0,0.0,66.4,82.0,0.0,0.0
BR_265,Archetype_C,2.870075261168944,32.22782697390055,1.2930759605985893,59.09015095421963,3.56088440264653,2.728127432479579,0.1023,0.4877,0.295,0.0981,0.5123,0.3052,0.0911,0.4877,0.2894,2.504,29.2,0.0,1.196,87.3,90.5,0.0,43.8
BR_266,Archetype_C,3.8829970606194144,11.85139611450652,1.4600822342388204,92.99161808529126,2.408530791748742,2.4478597024015007,0.2246,0.2914,0.258,0.1865,0.3094,0.248,0.1544,0.2914,0.2229,3.123,8.3,0.0,1.411,80.4,70.1,0.0,57.7
BR_267,Archetype_C,2.6411096544492727,28.301489819471318,3.541262924307813,56.914056676723625,1.8669677670361526,3.556125795950441,0.199,0.1892,0.1941,0.161,0.2043,0.1826,0.1577,0.1892,0.1734,1.948,22.5,0.0,3.404,73.7,79.4,0.0,95.7
BR_268,Archetype_C,3.002096858183949,20.548831953732126,3.108786211303754,103.04441465662244,1.9417715933325344,3.182250097914471,0.2306,0.1533,0.192,0.227,0.1676,0.1973,0.2198,0.1533,0.1866,2.159,16.6,0.0,3.024,71.9,80.9,0.0,95.0
BR_269,Archetype_C,4.526380290879519,18.276993563476726,2.7197921676550156,23.602754852635595,2.943726477078305,1.5018440898083187,0.142,0.6145,0.3783,0.0709,0.7695,0.4202,0.0706,0.6145,0.3426,3.883,15.3,0.0,0.766,85.8,83.6,0.0,51.0
BR_270,Archetype_C,5.137568215332157,35.722760698936455,3.0177029111076967,69.2255235912904,1.1145767634890413,2.5513240465020814,0.1094,0.1102,0.1098,0.1054,0.1254,0.1154,0.1026,0.1102,0.1064,4.424,32.4,0.0,2.46,86.1,90.7,0.0,96.4
BR_271,Archetype_C,1.808256672794938,19.08498632373711,2.026760363147252,60.523686189174164,2.8316473777702296,1.583803482704282,0.1931,0.3707,0.2819,0.2023,0.4194,0.3108,0.1914,0.3707,0.281,1.411,15.8,0.0,1.353,78.0,82.5,0.0,85.4
BR_272,Archetype_C,4.541656757579965,25.629447483586887,1.1182566053130996,66.50210595140364,3.0194555326543875,3.7140068178871917,0.1022,0.3713,0.2368,0.0735,0.3823,0.2279,0.0715,0.3713,0.2214,3.998,23.1,0.0,2.415,88.0,90.1,0.0,65.0
BR_273,Archetype_C,2.970033705050115,25.98735180174883,2.064805939720312,58.225879543349066,4.301239243011095,2.6371154322630224,0.125,0.5391,0.332,0.1271,0.5709,0.349,0.1244,0.5391,0.3318,2.482,23.7,0.0,2.286,83.6,91.3,0.0,86.7
BR_274,Archetype_C,2.4507608172415174,27.37024099103695,2.7615130382931117,61.6333146732221,3.677734996729682,2.780336641489285,0.1737,0.3961,0.2849,0.1671,0.4375,0.3023,0.1599,0.3961,0.278,1.91,22.8,0.0,2.48,77.9,83.4,0.0,89.2
BR_275,Archetype_C,2.9108818209001055,26.12908849225967,0.859472561447493,21.996669984389893,3.8489006787632034,2.0979503514758444,0.0511,1.0,0.5256,0.0508,1.0,0.5254,0.0498,1.0,0.5249,0.0,12.6,0.0,-0.0,0.0,48.2,0.0,-0.0
BR_276,Archetype_C,4.104485130341766,18.127239496532084,1.6865077980728225,33.86512411833608,1.822021168284318,1.7058341660114942,0.0935,0.3402,0.2168,0.0836,0.3718,0.2277,0.0818,0.3402,0.211,0.209,0.0,0.0,1.557,5.1,0.0,0.0,91.3
BR_277,Archetype_C,3.250953886160105,22.888226551365918,2.9662024823234456,78.77710069444959,2.395859110165523,3.9815754890636583,0.1752,0.2116,0.1934,0.1766,0.2243,0.2005,0.1716,0.2116,0.1916,2.549,19.6,0.0,2.951,78.4,85.7,0.0,74.1
BR_278,Archetype_C,2.489498979154355,24.427697037478964,3.484231585622827,75.75036506534151,3.9423573922726094,3.8534818021191475,0.2245,0.3385,0.2815,0.2129,0.3659,0.2894,0.2071,0.3385,0.2728,1.807,18.7,0.0,3.532,72.6,76.5,0.0,91.7
BR_279,Archetype_C,3.69168486610375,18.68657675951753,4.065619156289739,95.05177786394613,3.3816698245525254,2.2388799722152783,0.2392,0.2601,0.2496,0.2262,0.3056,0.2659,0.2235,0.2601,0.2418,2.73,14.2,0.0,1.963,73.9,76.0,0.0,87.7
BR_280,Archetype_C,2.5802688031658283,14.891182072608427,3.652528858397344,95.78165760608346,0.9043683155563685,2.7656655035077113,0.2955,0.07,0.1828,0.2949,0.0804,0.1876,0.2876,0.07,0.1788,1.716,10.9,0.0,2.692,66.5,73.0,0.0,97.3
BR_281,Archetype_C,2.094079101525096,18.53597642675759,2.596659510346087,80.05277683374189,4.618446720506171,2.2880295518089104,0.2327,0.4583,0.3455,0.2371,0.5123,0.3747,0.2309,0.4583,0.3446,1.439,15.5,0.0,1.911,68.7,83.6,0.0,83.5
BR_282,Archetype_C,1.9591738399599838,12.222285496155166,2.2982017131007657,67.9182698749821,4.449821024121622,3.0916126142242577,0.2466,0.4852,0.3659,0.2523,0.5112,0.3818,0.2448,0.4852,0.365,1.404,9.6,0.0,1.177,71.6,78.9,0.0,38.1
BR_283,Archetype_C,2.089406065167098,22.03236317052409,2.4796764893304557,42.81162908966498,3.01279381904687,1.2326062043323314,0.1772,0.4512,0.3142,0.1509,0.534,0.3425,0.1474,0.4512,0.2993,1.604,18.0,0.0,0.987,76.8,81.5,0.0,80.1
BR_284,Archetype_C,2.681913224111038,14.855140344295847,2.188414660842853,11.997305668526842,1.6349894507472718,2.7058628046737443,0.1617,0.4041,0.2829,0.0569,0.5951,0.326,0.0561,0.4041,0.2301,1.858,11.7,0.0,1.465,69.3,78.6,0.0,54.2
BR_285,Archetype_C,2.547434806673278,23.114113275928897,1.5296324944332291,80.78736502327413,4.167079758312994,1.583583616023808,0.1741,0.5599,0.367,0.1449,0.6306,0.3878,0.1389,0.5599,0.3494,1.887,20.0,0.0,1.243,74.1,86.7,0.0,78.5
BR_286,Archetype_C,3.211164764088616,31.69136635119161,2.591288605523343,88.14663937535344,3.489198843299081,3.6071933311293654,0.1546,0.3152,0.2349,0.1586,0.3294,0.244,0.1515,0.3152,0.2334,2.666,27.1,0.0,2.106,83.0,85.5,0.0,58.4
BR_287,Archetype_C,2.4944331331695526,29.84248097890193,2.574233882690116,24.063745874423315,4.370403906680271,2.260670392826396,0.1475,1.0,0.5738,0.077,1.0,0.5385,0.0769,1.0,0.5384,1.912,22.8,0.0,0.0,76.7,76.3,0.0,0.0
BR_288,Archetype_C,3.1647230576583736,19.86926458922299,1.7476065739151572,51.1110463292651,4.703661186117914,2.190965929413878,0.1148,0.6855,0.4002,0.1178,0.7289,0.4234,0.1144,0.6855,0.4,2.747,17.9,0.0,1.807,86.8,90.2,0.0,82.5
BR_289,Archetype_C,3.5742089123164806,18.232350197983436,2.963278518083639,83.9423375870171,4.743213942921561,3.122059020762389,0.1867,0.4206,0.3036,0.1881,0.4618,0.3249,0.1856,0.4206,0.3031,2.873,15.0,0.0,2.735,80.4,82.1,0.0,87.6
BR_290,Archetype_C,3.4022481776091547,18.283958874745807,3.5863062704712743,53.86847757642133,2.7881405550436242,1.0137804124101781,0.2122,0.3447,0.2784,0.1617,0.4383,0.3,0.159,0.3447,0.2518,2.554,14.3,0.0,0.786,75.1,78.4,0.0,77.6
BR_291,Archetype_C,3.4038448427242294,27.92065971852337,1.561746242471081,50.866367078337,2.239963809799722,2.010898816437325,0.0931,0.3469,0.22,0.0921,0.3663,0.2292,0.0901,0.3469,0.2185,2.988,26.0,0.0,1.828,87.8,93.1,0.0,90.9
BR_292,Archetype_C,2.6590391454413385,25.9220339692666,1.7955051484652116,53.43881744518118,4.380624484643074,2.9532342254757453,0.1196,0.5624,0.341,0.124,0.6021,0.363,0.1193,0.5624,0.3408,2.307,23.0,0.0,1.068,86.8,88.6,0.0,36.2
BR_293,Archetype_C,2.17541888440467,18.122389945130692,1.9303752897838604,49.52705587045079,3.826381655957578,2.491916977829038,0.158,0.5354,0.3467,0.1562,0.5665,0.3614,0.1538,0.5354,0.3446,1.719,16.0,0.0,0.845,79.0,88.3,0.0,33.9
BR_294,Archetype_C,1.3802187004003899,32.48985346697052,1.6285406932554685,55.07348427643486,4.534278325271193,2.2090921024809678,0.1629,0.6592,0.411,0.1794,0.688,0.4337,0.1619,0.6592,0.4106,1.039,29.6,0.0,1.839,75.3,91.2,0.0,83.2
BR_295,Archetype_C,1.7713206825271461,12.147970926380072,0.8141896200242518,38.47048090960381,2.89949169945788,2.303920459670544,0.1391,0.5616,0.3504,0.1175,0.5865,0.352,0.1132,0.5616,0.3374,1.457,10.7,0.0,1.056,82.2,87.9,0.0,45.8
BR_296,Archetype_C,2.7157098262444492,24.75563880360663,3.175414328367219,26.653449399317843,2.591897018093805,0.7259675160599162,0.1845,0.5407,0.3626,0.0922,0.7409,0.4166,0.0921,0.5407,0.3164,1.997,16.0,0.0,0.48,73.5,64.8,0.0,66.1
BR_297,Archetype_C,2.54641521138046,32.93310986560411,1.626115021045624,86.38762776640131,4.716156748524341,2.0657651350533257,0.1556,0.5808,0.3682,0.1424,0.6247,0.3836,0.1293,0.5808,0.355,2.012,28.4,0.0,1.681,79.0,86.4,0.0,81.4
BR_298,Archetype_C,1.8600296843508755,34.544936830205444,2.1729048554129613,64.72184493752299,4.54295768421615,4.047117435099833,0.1635,0.4604,0.312,0.1808,0.4935,0.3372,0.1611,0.4604,0.3107,1.434,31.0,0.0,2.092,77.1,89.7,0.0,51.7
